stock_type,name,variant_name,karat_color,stock_code,location_name,dept,party,vendor_party,owner_party,pcs,total_weight,net_weight,pg_weight,metal_rate,bom_variant_name,stone_pcs,stone_weight,stone_rate,stock_value,labour_value,wastage
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,103.62,AG-22KT-YELLOW,0,40.08,0,132264,,
COMPANY STOCK,SDKBRCROUREG-78,SDKBRCROUREG-78-1,"22KT,YELLOW",SBRC49218,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,Old Gold Tag,,1,35.76,35.76,32.899,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,118.18,AG-22KT-YELLOW,0,35.76,0,115276.83,,
COMPANY STOCK,MCNBNGS04REG-904,MCNBNGS04REG-904-1,"22KT,YELLOW",[MISC-CODE]BNG77610,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Aarpee Bangles,,1,51.115,51.115,47.026,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,323.46,AG-22KT-YELLOW,0,12.84,0,35438.4,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,327.67,AG-22KT-YELLOW,0,12.675,0,34983,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,323.97,AG-22KT-YELLOW,0,12.82,0,35383.2,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,324.98,AG-22KT-YELLOW,0,12.78,0,35272.8,,
COMPANY STOCK,MCNBNGS08REG-912,MCNBNGS08REG-912-1,"22KT,YELLOW",SBNG95461,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Sanjay Samanta ( Repair Account ),,1,36.438,36.438,33.523,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,115.98,AG-22KT-YELLOW,0,36.438,0,100568.88,,
COMPANY STOCK,MCNBNGS04REG-904,MCNBNGS04REG-904-1,"22KT,YELLOW",[MISC-CODE]BNG77602,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Aarpee Bangles,,1,50.74,50.74,46.681,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,327.03,AG-22KT-YELLOW,0,12.7,0,35052,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,322.46,AG-22KT-YELLOW,0,12.88,0,35548.8,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,333.59,AG-22KT-YELLOW,0,12.45,0,34362,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,326.77,AG-22KT-YELLOW,0,12.71,0,35079.6,,
COMPANY STOCK,REGMALREGREG-272,REGMALREGREG-272-1,"14,YELLOW",SMAL8278,PMJ&GEMS-B-C-BANJARA HILLS-HO,Distribution Location,,M/S NATIONAL FACETS,,1,52.041,0.001,0.001,0,,0,0,0,0,0,27
,,,,,,Distribution Location,,,,0,0,0,0,0,BEAMIXMIXMIXMIX,1,244,0.61,17080,,
,,,,,,Distribution Location,,,,0,0,0,0,2364000,AG-14-YELLOW,0,0.001,0,1.8,,
,,,,,,Distribution Location,,,,0,0,0,0,0,DORMIXMIXMIX,1,16.2,0,162,,
COMPANY STOCK,REGMALREGREG-133,REGMALREGREG-133-1,"14,YELLOW",SMAL9211,PMJ&GEMS-B-C-BANJARA HILLS-HO,Distribution Location,,M/S NATIONAL FACETS,,1,23.111,0.001,0.001,0,,0,0,0,0,0,27
,,,,,,Distribution Location,,,,0,0,0,0,0,BEAMIXMIXMIXMIX,1,112,1.34,7840,,
,,,,,,Distribution Location,,,,0,0,0,0,0,OTHMIXMIXMIXMIX,1,3.55,28.17,301.75,,
,,,,,,Distribution Location,,,,0,0,0,0,2364000,AG-14-YELLOW,0,0.001,0,1.8,,
COMPANY STOCK,REGMALREGREG-55,REGMALREGREG-55-1,"14,YELLOW",SMAL5862,PMJ&GEMS-B-C-BANJARA HILLS-HO,Distribution Location,,M/S NATIONAL FACETS,,1,66.771,0.001,0.001,0,,0,0,0,0,0,27
,,,,,,Distribution Location,,,,0,0,0,0,2364000,AG-14-YELLOW,0,0.001,0,1.8,,
,,,,,,Distribution Location,,,,0,0,0,0,0,BEAMIXMIXMIXMIX,1,330,0.61,23100,,
,,,,,,Distribution Location,,,,0,0,0,0,0,OTHMIXMIXMIXMIX,1,3.85,25.97,327.25,,
COMPANY STOCK,REGMALREGREG-302,REGMALREGREG-302-1,"14,YELLOW",SMAL8661,PMJ&GEMS-B-C-BANJARA HILLS-HO,Distribution Location,,M/S NATIONAL FACETS,,1,46.861,0.001,0.001,0,,0,0,0,0,0,27
,,,,,,Distribution Location,,,,0,0,0,0,2364000,AG-14-YELLOW,0,0.001,0,1.8,,
,,,,,,Distribution Location,,,,0,0,0,0,0,BEAMIXMIXMIXMIX,1,231,0.52,16170,,
,,,,,,Distribution Location,,,,0,0,0,0,0,OTHMIXMIXMIXMIX,1,3.3,45.45,280.5,,
COMPANY STOCK,RJTCHNREGREG-187,RJTCHNREGREG-187-1,"22KT,YELLOW",SCHN92447,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,IN HOUSE (164),,1,17.3,17.3,15.916,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,248.5,AG-22KT-YELLOW,0,17.3,0,8.65,,
COMPANY STOCK,CBTCHNREGREG-525,CBTCHNREGREG-525-1,"22KT,YELLOW",SCHN28022,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,MACALUCKSHMI JEWELLERS,,1,10.139,10.139,9.328,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,416.82,AG-22KT-YELLOW,0,10.139,0,31896.53,,
COMPANY STOCK,MCNBNGS04REG-6003,MCNBNGS04REG-6003-1,"22,YELLOW",SBNG103348,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,DEEPA GOLD,,1,45.31,45.31,41.685,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,91.66,AG22YELLOW,0,45.31,0,46.29,,
COMPANY STOCK,MCNBNGS01REG-258,MCNBNGS01REG-258-1,"22KT,YELLOW",SBNG9893,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,BLR-PRODUCTION,,Aarpee Bangles,,1,13.025,13.025,11.983,0,,0,0,0,0,0,18
,,,,,,BLR-PRODUCTION,,,,0,0,0,0,318.87,AG-22KT-YELLOW,0,13.025,0,35949,,
COMPANY STOCK,MCNBNGS04REG-432,MCNBNGS04REG-432-1,"22KT,YELLOW",SBNG84551,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,BLR-PRODUCTION,,Sanjay Samanta ( Repair Account ),,1,13.772,13.772,12.67,0,,0,0,0,0,0,18
,,,,,,BLR-PRODUCTION,,,,0,0,0,0,306.86,AG-22KT-YELLOW,0,13.772,0,0,,
COMPANY STOCK,MCNBNGS02REG-905,MCNBNGS02REG-905-1,"22KT,YELLOW",[MISC-CODE]BNG77426,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,M/s.SRI SAINATH JEWELLERS,,1,25.272,25.272,23.25,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,338.36,AG-22KT-YELLOW,0,12.49,0,34472.4,,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,330.63,AG-22KT-YELLOW,0,12.782,0,35278.32,,
COMPANY STOCK,CBTCHNREGREG-483,CBTCHNREGREG-483-1,"22KT,YELLOW",SCHN23938,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,DIVIJA JEWELS,,1,30.185,30.185,27.77,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,137.59,AG-22KT-YELLOW,0,30.185,0,95462.33,,
COMPANY STOCK,FCYCHNREGREG-83,FCYCHNREGREG-83-1,"22KT,YELLOW",SCHN15233,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,ARHAM JEWELLERS,,1,10.875,10.875,10.005,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,395.31,AG-22KT-YELLOW,0,10.875,0,35887.5,,
COMPANY STOCK,CBTCHNREGREG-889,CBTCHNREGREG-889-1,"22KT,YELLOW",SCHN80193,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,SANDEEP (D),,1,13.98,13.98,12.862,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,302.3,AG-22KT-YELLOW,0,13.98,0,26098.64,,
COMPANY STOCK,MCNBNGS01REG-93,MCNBNGS04REG-93-1,"22KT,YELLOW",SBNG66146,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,M/s.SRI SAINATH JEWELLERS,,1,51.198,51.198,47.102,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,326.98,AG-22KT-YELLOW,0,12.702,0,35057.52,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,322.91,AG-22KT-YELLOW,0,12.862,0,35499.12,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,322.66,AG-22KT-YELLOW,0,12.872,0,35526.72,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,325.44,AG-22KT-YELLOW,0,12.762,0,35223.12,,
COMPANY STOCK,MCNBNGS04REG-654,MCNBNGS04REG-654-1,"22KT,YELLOW",SBNG38832,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Aarpee Bangles,,1,50.431,50.431,46.397,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,82.36,AG-22KT-YELLOW,0,50.431,0,166422.3,,
COMPANY STOCK,HOLBRCLSEREG-6,HOLBRCLSEREG-6-1,"22KT,YELLOW",SBRC9372,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,12.202,12.202,11.226,0,,0,0,0,0,0,18
,,,,,,FG-BHSHW,,,,0,0,0,0,352.32,AG-22KT-YELLOW,0,12.202,0,33677.52,,
COMPANY STOCK,HOLBRCLSEREG-1,HOLBRCLSEREG-1-1,"22KT,YELLOW",SBRC8844,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,17.042,17.042,15.679,0,,0,0,0,0,0,18
,,,,,,FG-BHSHW,,,,0,0,0,0,252.26,AG-22KT-YELLOW,0,17.042,0,47035.92,,
COMPANY STOCK,HOLBRCLSEREG-9,HOLBRCLSEREG-9-1,"22KT,YELLOW",SBRC74942,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Chains Corner Jewellery (I) PLtd,,1,20.694,20.694,19.038,0,,0,0,0,0,0,18
,,,,,,FG-BHSHW,,,,0,0,0,0,200.7,AG-22KT-YELLOW,0,20.694,0,66220.78,,
OWNER STOCK,MCNBNGS04REG-168,MCNBNGS04REG-168-1,"22KT,YELLOW",[MISC-CODE]BNG87878,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,P.MANOHARLAL JEWELLERS & EXPORTERS,P.MANOHARLAL JEWELLERS & EXPORTERS,1,21.517,21.517,19.796,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,196.41,AG-22KT-YELLOW,0,21.517,0,0,,
COMPANY STOCK,MCNACSBCNREG-26,MCNACSBCNREG-26-1,"22KT,YELLOW",SACS94217,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,DIVIJA JEWELS,,1,6.27,6.27,5.768,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,685.64,AG-22KT-YELLOW,0,6.27,0,18200.29,,
COMPANY STOCK,MCNACSBCNREG-24,MCNACSBCNREG-24-1,"22KT,YELLOW",SACS93476,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,GUPTA GOLD,,1,6.31,6.31,5.805,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,681.3,AG-22KT-YELLOW,0,6.31,0,17778.33,,
COMPANY STOCK,CBTCHNREGREG-1063,CBTCHNREGREG-1063-1,"22KT,YELLOW",SCHN94056,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,DIVIJA JEWELS,,1,25.84,25.84,23.773,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,163.55,AG-22KT-YELLOW,0,25.84,0,75007.25,,
COMPANY STOCK,CBTCHNREGREG-686,CBTCHNREGREG-686-1,"22KT,YELLOW",SCHN37015,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,MACALUCKSHMI JEWELLERS,,1,36.447,36.447,33.531,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,111.95,AG-22KT-YELLOW,0,36.447,0,114659.53,,
COMPANY STOCK,MCNBNGS04REG-6005,MCNBNGS04REG-6005-1,"22,YELLOW",SBNG103343,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,DEEPA GOLD,,1,38.92,38.92,35.806,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,106.71,AG22YELLOW,0,38.92,0,121528.24,,
COMPANY STOCK,MCNBNGS04REG-555,MCNBNGS04REG-555-1,"22KT,YELLOW",SBNG19779,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,Aarpee Bangles,,1,25.95,25.95,23.874,0,,0,0,0,0,0,27
,,,,,,PGS-LABELING,,,,0,0,0,0,160.05,AG-22KT-YELLOW,0,25.95,0,85635,,
COMPANY STOCK,MCNBNGS04REG-1,MCNBNGS04REG-1-1,"22KT,YELLOW",SBNG68641,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,Sanjay Samanta ( Repair Account ),,1,37.32,37.32,34.334,0,,0,0,0,0,0,27
,,,,,,PGS-LABELING,,,,0,0,0,0,113.24,AG-22KT-YELLOW,0,37.32,0,2794.27,,
COMPANY STOCK,MCNBNGS02REG-21,MCNBNGS02REG-21-1,"22KT,YELLOW",SBNG6686,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,PMJ GEMS & JEWELLERS,,1,17.89,17.89,16.459,0,,0,0,0,0,0,27
,,,,,,PGS-LABELING,,,,0,0,0,0,236.23,AG-22KT-YELLOW,0,17.89,0,49376.4,,
COMPANY STOCK,MCNBNGS01REG-426,MCNBNGS04REG-426-1,"22KT,YELLOW",SBNG11532,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,JEETU JEWELLERS & EXPORTER (P) LTD,,1,31.58,31.58,29.054,0,,0,0,0,0,0,27
,,,,,,PGS-LABELING,,,,0,0,0,0,129.21,AG-22KT-YELLOW,0,31.58,0,87160.8,,
COMPANY STOCK,MCNBNGS04ROD-289,MCNBNGS04ROD-289-1,"22KT,YELLOW",SBNG7753,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,M/s.SRI SAINATH JEWELLERS,,1,27.59,27.59,25.383,0,,0,0,0,0,0,27
,,,,,,PGS-LABELING,,,,0,0,0,0,153.18,AG-22KT-YELLOW,0,27.59,0,76148.4,,
COMPANY STOCK,MCNBNGS04REG-489,MCNBNGS04REG-489-1,"22KT,YELLOW",SBNG10337,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,JAIGURU GANESH JEWELLERS AND MANUFACTURERS,,1,38.35,38.35,35.282,0,,0,0,0,0,0,27
,,,,,,PGS-LABELING,,,,0,0,0,0,106.4,AG-22KT-YELLOW,0,38.35,0,105846,,
COMPANY STOCK,MCNBNGS04REG-71,MCNBNGS04REG-71-1,"22KT,YELLOW",SBNG5217,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,R B Jewels & Gold LLP,,1,44.58,44.58,41.014,0,,0,0,0,0,0,27
,,,,,,PGS-LABELING,,,,0,0,0,0,94.8,AG-22KT-YELLOW,0,44.58,0,123040.8,,
COMPANY STOCK,MCNBNGS04REG-301,MCNBNGS04REG-301-1,"22KT,YELLOW",SBNG7892,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,JAIGURU GANESH JEWELLERS AND MANUFACTURERS,,1,50.31,50.31,46.285,0,,0,0,0,0,0,27
,,,,,,PGS-LABELING,,,,0,0,0,0,81.1,AG-22KT-YELLOW,0,50.31,0,138855.6,,
OWNER STOCK,RJTCHNREGREG-105,RJTCHNREGREG-105-1,"22KT,YELLOW",SCHN36772,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,1,20.878,20.878,19.208,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,205.91,AG-22KT-YELLOW,0,20.878,0,0,,
COMPANY STOCK,MCNBNGS04REG-260,MCNBNGS04REG-260-1,"22KT,YELLOW",SBNG7530,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,M/s.SRI SAINATH JEWELLERS,,1,55.2,55.2,50.784,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,76.56,AG-22KT-YELLOW,0,55.2,0,152352,,
COMPANY STOCK,MCNBNGS02REG-439,MCNBNGS02REG-439-1,"22KT,YELLOW",SBNG11827,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Aarpee Bangles,,1,12.47,12.47,11.472,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,333.06,AG-22KT-YELLOW,0,12.47,0,34417.2,,
COMPANY STOCK,MCNBNGS02BBY-346,MCNBNGS02BBY-346-1,"22KT,YELLOW",SBNG8119,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Aarpee Bangles,,1,11.63,11.63,10.7,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,357.12,AG-22KT-YELLOW,0,11.63,0,32098.8,,
COMPANY STOCK,MCNBNGS04REG-318,MCNBNGS02REG-318-1,"22KT,YELLOW",SBNG65912,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,M/s.SRI SAINATH JEWELLERS,,1,24.89,24.89,22.899,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,166.86,AG-22KT-YELLOW,0,24.89,0,1507.13,,
COMPANY STOCK,MCNBNGS02BBY-295,MCNBNGS02BBY-295-1,"22KT,YELLOW",SBNG7637,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Aarpee Bangles,,1,12.81,12.81,11.785,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,324.22,AG-22KT-YELLOW,0,12.81,0,35355.6,,
COMPANY STOCK,MCNBNGS02REG-26,MCNBNGS02REG-26-1,"22KT,YELLOW",SBNG6841,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,M/s.SRI SAINATH JEWELLERS,,1,11.69,11.69,10.755,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,361.52,AG-22KT-YELLOW,0,11.69,0,32264.4,,
COMPANY STOCK,RJTCHNREGREG-122,RJTCHNREGREG-122-1,"22KT,YELLOW",SCHN68765,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Old Gold Tag,,1,22.3,22.3,20.516,0,,0,0,0,0,0,27
,,,,,,FG-HIMSHW,,,,0,0,0,0,192.78,AG-22KT-YELLOW,0,22.3,0,82669.86,,
COMPANY STOCK,CBTCHNREGREG-310,CBTCHNREGREG-310-1,"22KT,YELLOW",SCHN74899,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Chains Corner Jewellery (I) PLtd,,1,13.644,13.644,12.552,0,,0,0,0,0,0,27
,,,,,,FG-HIMSHW,,,,0,0,0,0,304.4,AG-22KT-YELLOW,0,13.644,0,43660.79,,
COMPANY STOCK,MCNCHNREGREG-742,MCNCHNREGREG-742-1,"22KT,YELLOW",SCHN67818,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,I.K.JEWELLERS,,1,19.46,19.46,17.903,0,,0,0,0,0,0,27
,,,,,,FG-HIMSHW,,,,0,0,0,0,213.42,AG-22KT-YELLOW,0,19.46,0,62174.7,,
COMPANY STOCK,CBTCHNREGREG-973,CBTCHNREGREG-973-1,"22KT,YELLOW",SCHN85336,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Kanan (K),,1,29.93,29.93,27.536,0,,0,0,0,0,0,27
,,,,,,FG-HIMSHW,,,,0,0,0,0,141.2,AG-22KT-YELLOW,0,29.93,0,83842.39,,
COMPANY STOCK,CSTRNGGNTGAN-3,CSTRNGGNTGAN-3-1,"22KT,YELLOW",SRNG62891,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,TANISH GOLD,,1,7.35,7.35,6.762,0,,0,0,0,0,0,27
,,,,,,FG-HIMSHW,,,,0,0,0,0,604.72,AG-22KT-YELLOW,0,7.35,0,20286,,
COMPANY STOCK,CSTRNGGNTSAI-7,CSTRNGGNTSAI-7-1,"22KT,YELLOW",SRNG62885,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,TANISH GOLD,,1,7.49,7.49,6.891,0,,0,0,0,0,0,27
,,,,,,FG-HIMSHW,,,,0,0,0,0,593.42,AG-22KT-YELLOW,0,7.49,0,20672.4,,
COMPANY STOCK,CBTCHNREGREG-820,CBTCHNREGREG-820-1,"22KT,YELLOW",SCHN67489,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,I.K.JEWELLERS,,1,8.19,8.19,7.535,0,,0,0,0,0,0,27
,,,,,,FG-HIMSHW,,,,0,0,0,0,516.01,AG-22KT-YELLOW,0,8.19,0,26167.05,,
COMPANY STOCK,MCNBNGS04REG-904,MCNBNGS04REG-904-1,"22KT,YELLOW",[MISC-CODE]BNG77631,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,M/s.SRI SAINATH JEWELLERS,,1,49.956,49.956,45.96,0,,0,0,0,0,0,16
,,,,,,FG-VIJSHW,,,,0,0,0,0,332.79,AG-22KT-YELLOW,0,12.48,0,34444.8,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,335.7,AG-22KT-YELLOW,0,12.372,0,34146.72,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,331.41,AG-22KT-YELLOW,0,12.532,0,34588.32,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,330.36,AG-22KT-YELLOW,0,12.572,0,34698.72,,
COMPANY STOCK,CRTBRCLSEREG-26,CRTBRCLSEREG-26-1,"22KT,YELLOW",SBRC84864,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,GUPTA GOLD,,1,14.74,14.74,13.561,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,291.65,AG-22KT-YELLOW,0,14.74,0,47987.41,,
COMPANY STOCK,CRTBRCLSEREG-24,CRTBRCLSEREG-24-1,"22KT,YELLOW",SBRC67660,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,I.K.JEWELLERS,,1,7.96,7.96,7.323,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,540.07,AG-22KT-YELLOW,0,7.96,0,25432.2,,
COMPANY STOCK,CBTCHNREGREG-464,CBTCHNREGREG-464-1,"22KT,YELLOW",SCHN23960,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,DIVIJA JEWELS,,1,12.155,12.155,11.183,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,347.69,AG-22KT-YELLOW,0,12.155,0,38441.1,,
COMPANY STOCK,CBTCHNREGREG-903,CBTCHNREGREG-903-1,"22KT,YELLOW",SCHN80181,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,SANDEEP (D),,1,9.675,9.675,8.901,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,436.81,AG-22KT-YELLOW,0,9.675,0,18061.83,,
COMPANY STOCK,CBTCHNREGREG-892,CBTCHNREGREG-892-1,"22KT,YELLOW",SCHN80190,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,SANDEEP (D),,1,10.105,10.105,9.297,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,418.22,AG-22KT-YELLOW,0,10.105,0,18864.58,,
COMPANY STOCK,CBTCHNREGREG-947,CBTCHNREGREG-947-1,"22KT,YELLOW",SCHN90230,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,GUPTA GOLD,,1,15.075,15.075,13.869,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,280.34,AG-22KT-YELLOW,0,15.075,0,42647.68,,
COMPANY STOCK,CBTCHNREGREG-993,CBTCHNREGREG-993-1,"22KT,YELLOW",SCHN86775,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,MACALUCKSHMI JEWELLERS,,1,30.17,30.17,27.756,0,,0,0,0,0,0,16
,,,,,,FG-VIJSHW,,,,0,0,0,0,140.08,AG-22KT-YELLOW,0,30.17,0,92728.83,,
COMPANY STOCK,MCNCHNREGREG-218,MCNCHNREGREG-218-1,"22KT,YELLOW",SCHN30163,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,9.04,9.04,8.317,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,435.25,AG-22KT-YELLOW,0,9.04,0,31928.33,,
COMPANY STOCK,MCNBNGS04REG-557,MCNBNGS04REG-557-1,"22KT,YELLOW",SBNG19777,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,Aarpee Bangles,,1,48.59,48.59,44.703,0,,0,0,0,0,0,18
,,,,,,PGS-LABELING,,,,0,0,0,0,85.48,AG-22KT-YELLOW,0,48.59,0,160347,,
COMPANY STOCK,MCNBNGS04REG-644,MCNBNGS04REG-644-1,"22KT,YELLOW",SBNG37618,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,M/s.SRI SAINATH JEWELLERS,,1,26.8,26.8,24.656,0,,0,0,0,0,0,18
,,,,,,PGS-LABELING,,,,0,0,0,0,154.97,AG-22KT-YELLOW,0,26.8,0,84310.79,,
COMPANY STOCK,MCNBNGS02ROD-169,MCNBNGS02ROD-169-1,"22KT,YELLOW",SBNG8122,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,M/s.SRI SAINATH JEWELLERS,,1,36.06,36.06,33.175,0,,0,0,0,0,0,18
